page	event	quadrant	sample_name	position	oscillating_cn_2&3_states	cn_segments
251	3	Lower_Left	800d3a17-269f-4d97-94ff-8585f20038d8	7:112828−25746190	8, 9	56
251	4	Lower_Right	800d3a17-269f-4d97-94ff-8585f20038d8	11:14627440−19120746	11, 29	48
252	1	Upper_Left	800d3a17-269f-4d97-94ff-8585f20038d8	15:60170393−102151415	7, 7	80
252	2	Upper_Right	81cedb9e-ee43-476b-9ed9-8d0fdb346065	6:89466188−158235277	15, 21	21
252	3	Lower_Left	85400bf1-23e0-4e0f-8df7-f0d108641aee	1:7068840−120031293	12, 19	42
252	4	Lower_Right	85400bf1-23e0-4e0f-8df7-f0d108641aee	8:19835544−144243959	9, 18	43
253	1	Upper_Left	85400bf1-23e0-4e0f-8df7-f0d108641aee	9:72055003−138463855	8, 8	8
253	2	Upper_Right	8c54fcfd-999f-43c5-b31f-26d006f5fff3	12:12308231−133162422	7, 13	99
253	3	Lower_Left	97d9dfc9-c937-48b4-b453-df081950419f	6:30956994−44170027	8, 16	16
253	4	Lower_Right	a01a350d-64be-4af3-91c3-7d681c3db11d	1:150504464−246161534	17, 60	65
254	1	Upper_Left	b85b14d7-3b5a-4800-af12-622ec03b9fe5	18:274892−77288441	10, 20	145
254	2	Upper_Right	be73fde2-d843-426b-9306-a02d3f2a754b	7:10477885−62019633	13, 13	32
254	3	Lower_Left	c2948fe9-5798-43bc-a743-511e94e417f8	1:150445691−247569477	21, 37	97
254	4	Lower_Right	c2948fe9-5798-43bc-a743-511e94e417f8	7:83569717−150614810	9, 9	9
255	1	Upper_Left	d8eac750-9daf-4465-b672-9e31fd369057	21:15944010−48061613	17, 26	26
255	2	Upper_Right	e36c9411-773b-4a8e-9b43-895b3cb044c7	13:33553524−110451695	22, 22	22
255	3	Lower_Left	12bfd446-2ee5-4664-a492-c023d134f60f	9:434615−126676283	9, 34	54
255	4	Lower_Right	12bfd446-2ee5-4664-a492-c023d134f60f	12:49689929−126602595	7, 7	7
256	1	Upper_Left	257dc623-41e1-4fa3-859c-c787db10bd60	1:69086265−109086561	16, 18	21
256	2	Upper_Right	257dc623-41e1-4fa3-859c-c787db10bd60	2:47029935−227773557	7, 13	56
256	3	Lower_Left	257dc623-41e1-4fa3-859c-c787db10bd60	4:18377040−178289698	13, 25	46
256	4	Lower_Right	257dc623-41e1-4fa3-859c-c787db10bd60	6:5887196−52586986	7, 11	52
257	1	Upper_Left	257dc623-41e1-4fa3-859c-c787db10bd60	7:72402131−155562912	10, 17	17
257	2	Upper_Right	257dc623-41e1-4fa3-859c-c787db10bd60	9:11837191−29559822	7, 9	15
257	3	Lower_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	2:3363332−238409727	32, 39	39
257	4	Lower_Right	5a64f7e9-3833-4a3c-962b-13eb3e305c69	3:95733851−125309240	14, 16	16
258	1	Upper_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	9:1710868−35411917	32, 34	44
258	2	Upper_Right	5a64f7e9-3833-4a3c-962b-13eb3e305c69	12:107038045−133376551	10, 24	87
258	3	Lower_Left	5a64f7e9-3833-4a3c-962b-13eb3e305c69	16:3616081−84764407	10, 10	10
258	4	Lower_Right	7f9031da-124a-4a38-83e6-878a50e58c24	21:14637168−34593655	16, 16	16
259	1	Upper_Left	8654c2b5-27d7-43c5-9a39-7fdefd7a0324	9:1318657−44240245	9, 22	29
259	2	Upper_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	3:9549122−195919822	7, 15	41
259	3	Lower_Left	9c9b53e5-cdbe-4510-a839-4a3b5039681b	13:62209862−72754123	7, 7	7
259	4	Lower_Right	9c9b53e5-cdbe-4510-a839-4a3b5039681b	21:10931511−44826284	12, 15	34
260	1	Upper_Left	c20682a1-f340-430d-99f9-077fe093ed19	10:32651421−125302235	11, 16	44
260	2	Upper_Right	ea3a524b-6ee3-4904-8924-29fcaa20985c	1:2466876−6163124	7, 14	14
260	3	Lower_Left	ea3a524b-6ee3-4904-8924-29fcaa20985c	2:9263222−242771262	12, 19	103
260	4	Lower_Right	ea3a524b-6ee3-4904-8924-29fcaa20985c	18:275901−68359363	17, 18	72
261	1	Upper_Left	ea3a524b-6ee3-4904-8924-29fcaa20985c	21:14714130−47619466	14, 23	61
261	2	Upper_Right	2905cbd1-719b-46d9-b8af-8fe4927bc473	1:145389851−238867163	7, 7	138
261	3	Lower_Left	2905cbd1-719b-46d9-b8af-8fe4927bc473	3:158182221−193942170	17, 17	33
261	4	Lower_Right	2905cbd1-719b-46d9-b8af-8fe4927bc473	11:12674170−130091312	7, 9	72
262	1	Upper_Left	2905cbd1-719b-46d9-b8af-8fe4927bc473	12:8404400−101121301	7, 9	292
262	2	Upper_Right	2cacd9d0-8414-4f17-8259-c9d838597f39	1:180979548−248890604	16, 22	68
262	3	Lower_Left	2cacd9d0-8414-4f17-8259-c9d838597f39	12:17335568−78414575	7, 7	266
262	4	Lower_Right	2cacd9d0-8414-4f17-8259-c9d838597f39	17:27172002−57726288	9, 9	9
263	1	Upper_Left	2cacd9d0-8414-4f17-8259-c9d838597f39	19:596348−34678229	23, 40	40
263	2	Upper_Right	2ff6aede-7bcd-440b-99ab-7a023faf658e	1:16936361−248844598	39, 74	251
263	3	Lower_Left	2ff6aede-7bcd-440b-99ab-7a023faf658e	5:86635−168032760	88, 88	181
263	4	Lower_Right	2ff6aede-7bcd-440b-99ab-7a023faf658e	12:41458405−132968720	5, 7	261
264	1	Upper_Left	2ff6aede-7bcd-440b-99ab-7a023faf658e	13:21166372−114867952	25, 25	25
264	2	Upper_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	1:147269177−248454297	17, 25	175
264	3	Lower_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	2:2725830−47762584	8, 12	122
264	4	Lower_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	5:111534825−180595776	15, 15	135
265	1	Upper_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	7:61912885−158960074	15, 19	126
265	2	Upper_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	11:1215903−134523511	15, 32	45
265	3	Lower_Left	3505f91d-bc66-4732-84b6-18c5b32ca6b8	12:4488859−131646237	7, 7	384
265	4	Lower_Right	3505f91d-bc66-4732-84b6-18c5b32ca6b8	X:77058127−154924953	7, 7	147
266	1	Upper_Left	6b189eff-b919-49d6-8775-dbf32c9ccbba	5:82214−43509706	6, 8	196
266	2	Upper_Right	6b189eff-b919-49d6-8775-dbf32c9ccbba	12:48350328−127948831	4, 4	291
266	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	1:145112810−172403220	7, 7	440
266	4	Lower_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	3:3279482−196670440	14, 24	153
267	1	Upper_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	4:121551106−185803467	25, 25	25
267	2	Upper_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	5:703397−41841709	9, 20	158
267	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	7:113482279−131109557	5, 6	167
267	4	Lower_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	8:13601211−30077763	10, 10	40
268	1	Upper_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	12:57518989−72095052	19, 22	37
268	2	Upper_Right	73d2e8ef-4e10-416a-845b-f48374e48ecb	14:29873311−73266124	7, 7	25
268	3	Lower_Left	73d2e8ef-4e10-416a-845b-f48374e48ecb	X:22888722−42758155	12, 13	13
268	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	1:157434186−248437131	9, 13	240
269	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	2:117676635−243016298	14, 14	18
269	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	3:8155512−83721537	12, 12	32
269	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	5:13726553−174060331	7, 12	97
269	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	6:1095728−156611836	20, 29	135
270	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	7:9379433−133023159	10, 11	21
270	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	8:80454829−117232184	7, 10	10
270	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	9:1604237−38289692	7, 15	68
270	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	11:20106252−97980852	23, 39	62
271	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	12:27498321−130397265	11, 14	461
271	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	13:56101373−108997401	12, 28	63
271	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	14:21880534−104480456	7, 19	70
271	4	Lower_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	15:22917198−97545746	10, 14	69
272	1	Upper_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	16:261147−88704041	11, 12	98
272	2	Upper_Right	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	19:5386099−49674392	19, 19	46
272	3	Lower_Left	854e42bc-95b2-4b77-a4b2-ffbd6c28b281	X:70422197−98898338	7, 13	28
272	4	Lower_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	4:88570552−123136247	9, 13	46
273	1	Upper_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	5:71550993−162747485	11, 19	29
273	2	Upper_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	6:9401122−151337809	8, 20	88
273	3	Lower_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	8:65806479−108515177	7, 9	15
273	4	Lower_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	9:13132039−27112660	11, 18	22
274	1	Upper_Left	8f3f6f7c-4b50-467e-a6e8-d836735913f6	12:1089811−133349179	6, 7	580
274	2	Upper_Right	8f3f6f7c-4b50-467e-a6e8-d836735913f6	13:100098950−108510778	7, 12	12
274	3	Lower_Left	9517413b-b5b8-4130-8ba1-d86d44abe2ec	12:18468583−117642876	4, 4	101
274	4	Lower_Right	b5f27002-4277-418d-90b0-cc5a2742692e	1:175909202−201271527	7, 7	15
275	1	Upper_Left	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	5:40979−180658104	7, 21	115
275	2	Upper_Right	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	8:30791212−101358676	7, 18	49
275	3	Lower_Left	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	12:39672405−132182029	8, 8	516
275	4	Lower_Right	cd73a55f-03c1-4da0-9fa7-1ae4a263664e	19:4529269−35019475	17, 34	34
276	1	Upper_Left	e786de34-4c21-460f-89ab-008de4347049	4:25848307−38595195	7, 13	15
276	2	Upper_Right	e786de34-4c21-460f-89ab-008de4347049	6:39847295−158859760	5, 6	213
276	3	Lower_Left	e786de34-4c21-460f-89ab-008de4347049	12:48431354−77284404	3, 4	171
276	4	Lower_Right	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	3:94442780−174075990	7, 13	50
277	1	Upper_Left	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	11:993833−37433476	8, 8	103
277	2	Upper_Right	e7a72f7e-77b1-4d95-8f37-39a6cffc35dc	12:8061289−120789609	4, 8	174
277	3	Lower_Left	ea0e5ae7-1f15-4504-aea3-efd1f6733304	1:145025792−241989428	5, 6	228
277	4	Lower_Right	ea0e5ae7-1f15-4504-aea3-efd1f6733304	11:132789−38263176	8, 25	268
278	1	Upper_Left	ea0e5ae7-1f15-4504-aea3-efd1f6733304	12:8047626−76351792	6, 7	250
278	2	Upper_Right	ea0e5ae7-1f15-4504-aea3-efd1f6733304	18:915255−52915207	32, 52	52
278	3	Lower_Left	f75d2589-fd7b-49a1-a1c8-0b4726b81f3c	12:43926078−100997188	7, 8	441
278	4	Lower_Right	f75d2589-fd7b-49a1-a1c8-0b4726b81f3c	19:1283296−50665825	7, 13	65
279	1	Upper_Left	CGP_donor_GC00015	10:1196201−77760857	7, 7	16
279	2	Upper_Right	CGP_donor_GC00017	12:7028514−133278608	50, 50	50
279	3	Lower_Left	CGP_donor_GC00017	22:22068632−50649237	9, 14	14
279	4	Lower_Right	CGP_donor_GC00029	4:125902490−167111168	7, 9	14
280	1	Upper_Left	CGP_donor_GC00029	5:54358154−138271539	7, 7	29
280	2	Upper_Right	CGP_donor_GC00047	13:20671166−113982594	7, 11	17
280	3	Lower_Left	CGP_donor_GC00054	11:7783797−85700498	7, 7	52
280	4	Lower_Right	CGP_donor_GC00054	12:18101997−94069586	7, 20	24
281	1	Upper_Left	647dc54f-a51b-40ea-9d97-c93598c2af71	1:119235280−239786526	9, 11	11
281	2	Upper_Right	87c217d4-66f4-46ca-8244-7856ce658fd3	10:85982825−129728054	7, 7	7
281	3	Lower_Left	8b5746f9-dbee-40bd-9141-1081960cf286	11:12725196−43348618	13, 13	13
281	4	Lower_Right	8cb0144b-be6b-40a1-86a2-708f96d9b615	20:42226186−62284371	9, 9	40
282	1	Upper_Left	8d3e3d09-bc61-4d5e-b8d6-5aee6cb488ae	18:25148058−76030080	7, 9	9
282	2	Upper_Right	b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	6:39514580−170510916	7, 13	80
282	3	Lower_Left	b8a1c8c7-3945-4d84-8f58-3a1a1eb10730	9:74822475−138742366	10, 10	10
282	4	Lower_Right	e37cae9e-0656-4b89-b326-739a5cc859e0	12:38025321−70035232	7, 8	61
283	1	Upper_Left	085ffcdc-8600-42e2-852a-506465f716a2	10:43499619−48588565	16, 16	16
283	2	Upper_Right	24118b8f-59fe-482a-aed3-7b1bde1571b7	10:45492675−89934330	8, 12	19
283	3	Lower_Left	8d9e4917-334b-4c76-aee1-1e22be772db0	22:19039995−39045748	8, 19	21
283	4	Lower_Right	944a102f-3475-45aa-9e30-4b92d1449f00	3:104698386−197525118	8, 14	40
284	1	Upper_Left	af37d8f0-fea0-47f6-be0a-2fb55a5da5c4	17:35162507−78407459	8, 13	39
284	2	Upper_Right	b60f22ac-a659-4f33-b01d-820e86a9a5c9	12:4347137−85863796	7, 11	19
284	3	Lower_Left	bad34c92-1e64-4187-a0b4-061105fd13ba	6:42773558−154331741	13, 18	42
284	4	Lower_Right	c350b53b-3c27-4b9e-8b57-d7b6a1205a1f	11:59618659−129738667	8, 8	8
